2020-12-20 12:19:30,066 : Key.down
2020-12-20 12:19:30,097 : Key.down
2020-12-20 12:19:30,129 : Key.down
2020-12-20 12:19:30,159 : Key.down
2020-12-20 12:19:30,190 : Key.down
2020-12-20 12:19:30,221 : Key.down
2020-12-20 12:19:30,252 : Key.down
2020-12-20 12:19:33,631 : Key.alt
2020-12-20 12:19:33,800 : Key.tab
2020-12-20 12:19:34,285 : Key.alt
2020-12-20 12:19:34,413 : Key.tab
2020-12-20 12:19:38,591 : Key.ctrl
2020-12-20 12:19:39,018 : 'c'
2020-12-20 14:10:24,646 : 'h'
2020-12-20 14:10:24,736 : 'e'
2020-12-20 14:10:25,029 : 'l'
2020-12-20 14:10:25,211 : 'l'
2020-12-20 14:10:25,402 : 'o'
2020-12-20 14:10:25,797 : Key.space
2020-12-20 14:10:26,451 : 'w'
2020-12-20 14:10:26,636 : 'o'
2020-12-20 14:10:26,988 : 'r'
2020-12-20 14:10:27,189 : 'l'
2020-12-20 14:10:27,383 : Key.space
2020-12-20 14:10:27,733 : Key.enter
2020-12-20 14:10:28,017 : Key.enter
2020-12-20 14:11:07,923 : Key.ctrl
2020-12-20 14:11:08,177 : 'c'
